Farmer_ID,State,Crop,Irrigation_Type,Farmer_Scale,Crop_Damage_Pct,Advisory_Score,Insurance_Approval
F_2050,Odisha,Millet,Irrigated,Small/Marginal,33.37,29.82,0
F_2051,Chhattisgarh,Wheat,Rain-fed,Large,38.77,86.43,0
F_2052,Assam,Soybean,Irrigated,Small/Marginal,13.84,47.67,0
F_2053,Haryana,Jute,Irrigated,Small/Marginal,73.82,52.7,0
F_2054,Punjab,Soybean,Rain-fed,Large,85.7,65.37,1
F_2055,Haryana,Tur,Irrigated,Small/Marginal,93.87,80.46,1
F_2056,Haryana,Gram,Rain-fed,Small/Marginal,49.24,60.72,0
F_2057,Punjab,Gram,Rain-fed,Small/Marginal,70.09,60.29,1
F_2058,Uttar Pradesh,Gram,Irrigated,Small/Marginal,85.56,71.61,1
F_2059,Gujarat,Tur,Rain-fed,Small/Marginal,41.83,57.4,0
F_2060,Jharkhand,Moong,Irrigated,Small/Marginal,30.94,52.04,0
F_2061,Maharashtra,Soybean,Rain-fed,Small/Marginal,93.67,64.25,0
F_2062,Odisha,Wheat,Rain-fed,Small/Marginal,51.57,31.81,0
F_2063,Chhattisgarh,Tur,Irrigated,Large,49.73,68.6,0
F_2064,Madhya Pradesh,Gram,Rain-fed,Small/Marginal,17.84,41.31,0
F_2065,Tamil Nadu,Sugarcane,Rain-fed,Small/Marginal,10.82,54.91,0
F_2066,Punjab,Tur,Rain-fed,Large,84.21,78.85,0
F_2067,Uttar Pradesh,Mustard,Irrigated,Small/Marginal,61.41,72.95,0
F_2068,Chhattisgarh,Moong,Rain-fed,Small/Marginal,32.58,23.14,0
F_2069,Bihar,Wheat,Rain-fed,Large,19.17,56.66,0
F_2070,Tamil Nadu,Gram,Rain-fed,Small/Marginal,55.55,56.4,1
F_2071,Gujarat,Maize,Rain-fed,Small/Marginal,58.39,56.54,1
F_2072,Jharkhand,Rice,Irrigated,Large,20.7,55.24,0
F_2073,Assam,Rice,Irrigated,Small/Marginal,85.14,26.22,1
F_2074,Punjab,Millet,Rain-fed,Small/Marginal,8.43,80.43,0
F_2075,Odisha,Rice,Irrigated,Small/Marginal,35.61,55.56,0
F_2076,Maharashtra,Wheat,Rain-fed,Small/Marginal,68.04,51.71,0
F_2077,Odisha,Groundnut,Irrigated,Small/Marginal,27.41,45.3,0
F_2078,Assam,Jute,Irrigated,Large,82.77,64.11,1
F_2079,Bihar,Wheat,Rain-fed,Small/Marginal,73.99,33.17,0
F_2080,Jharkhand,Moong,Irrigated,Large,78.9,72.63,0
F_2081,Gujarat,Mustard,Irrigated,Small/Marginal,11.91,73.17,1
F_2082,Assam,Wheat,Rain-fed,Large,14.05,41.59,0
F_2083,West Bengal,Tur,Rain-fed,Small/Marginal,28.65,62.86,0
F_2084,Gujarat,Barley,Rain-fed,Small/Marginal,51.81,56.31,1
F_2085,Assam,Jute,Irrigated,Small/Marginal,74.8,82.61,0
F_2086,Assam,Maize,Irrigated,Small/Marginal,83.65,47.57,0
F_2087,Tamil Nadu,Rice,Irrigated,Small/Marginal,70.43,31.47,1
F_2088,Haryana,Jute,Irrigated,Large,92.86,85.36,1
F_2089,Maharashtra,Rice,Irrigated,Large,73.87,100.0,1
F_2090,Bihar,Millet,Irrigated,Small/Marginal,30.63,47.38,0
F_2091,Jharkhand,Jute,Irrigated,Small/Marginal,26.51,59.87,0
F_2092,Bihar,Gram,Rain-fed,Small/Marginal,69.62,38.47,1
F_2093,Odisha,Moong,Rain-fed,Small/Marginal,19.29,29.89,0
F_2094,Haryana,Moong,Irrigated,Small/Marginal,9.27,79.06,0
F_2095,Chhattisgarh,Rice,Rain-fed,Large,53.22,25.15,1
F_2096,Punjab,Maize,Irrigated,Large,82.16,100.0,1
F_2097,Assam,Gram,Rain-fed,Small/Marginal,10.14,15.9,0
F_2098,Bihar,Cotton,Rain-fed,Small/Marginal,79.19,15.64,1
F_2099,Bihar,Soybean,Irrigated,Small/Marginal,81.16,59.2,1
F_2100,Karnataka,Soybean,Rain-fed,Small/Marginal,48.23,43.86,1
F_2101,Jharkhand,Maize,Rain-fed,Small/Marginal,5.73,8.09,0
